Mean_Intensity,Std_Intensity,Entropy
0.56744444,0.23552285,968.1948
0.5726299,0.23547974,976.0959
0.5560391,0.23415437,951.5538
0.5479956,0.22459666,940.9249
0.53912085,0.23466223,926.2702
0.45248675,0.24176206,793.9391
0.49293736,0.2481392,855.0147
0.45234385,0.21891679,796.6695
0.43213144,0.21784794,765.4841
0.3914318,0.22282986,700.54083
0.44340208,0.21357428,783.71674
0.3678831,0.21573271,663.7189
0.43440565,0.21435553,769.74335
0.42850786,0.21881765,759.8194
0.38359532,0.22735922,687.09125
0.43221402,0.2238841,764.77637
0.43393388,0.22521809,767.241
0.33844882,0.22376682,612.0407
0.3481546,0.22415483,627.89465
0.32435185,0.22454914,588.67065
0.29893255,0.20544536,550.27234
0.28939676,0.21763319,530.94434
0.31856903,0.22810875,578.58746
0.33320418,0.23863922,601.0064
0.28050157,0.21251845,517.342
0.26438692,0.21035808,490.54355
0.26783356,0.21638617,494.85416
0.5071741,0.19943774,883.25446
0.502516,0.22905064,873.0786
0.4789365,0.22089106,838.2406
0.5008816,0.21925618,871.85657
0.5084698,0.21154201,884.0628
0.47788242,0.20440826,838.51447
0.5114739,0.23818557,885.4662
0.5394035,0.23119831,927.9555
0.5017274,0.21779567,873.3606
0.50991714,0.20717686,886.6874
0.26007676,0.2099252,482.65802
0.25384519,0.20729962,472.46317
0.2487721,0.20444506,464.41666
0.24782482,0.20484127,462.5186
0.2565056,0.20903285,476.60666
0.24994163,0.20504618,466.1875
0.25785306,0.20769928,479.43066
0.25103235,0.20326298,468.5535
0.2537331,0.20648298,472.5184
0.26423174,0.2109357,489.54944
0.29329202,0.20404196,542.2528
0.30854595,0.20846963,567.0694
0.32020617,0.2079317,586.77344
0.27252573,0.1791303,510.58337
0.3213193,0.21131241,587.934
0.30866444,0.18924522,570.5442
0.27140352,0.16329376,510.78168
0.27128845,0.19337156,505.96466
0.30015683,0.20714803,552.8539
0.3133954,0.22026348,572.9176
0.26883605,0.14774461,511.14075
0.26093546,0.15340461,497.05823
0.26740196,0.15200546,508.1197
0.26219365,0.15024635,499.6904
0.26324788,0.1398247,502.81406
0.257048,0.14679267,491.45798
0.24496277,0.1495539,470.52805
0.26516846,0.14911897,504.8157
0.25773358,0.14970624,492.19824
0.26044634,0.14365073,497.57516
0.33001313,0.17882195,607.6516
0.39414775,0.17361598,711.82983
0.45355615,0.13749865,808.8419
0.38811058,0.16742589,703.2189
0.41281268,0.15883142,743.1673
0.39920002,0.1622974,721.2518
0.39509344,0.16452308,714.5175
0.38123396,0.16384386,692.7346
0.38907844,0.16802692,704.60034
0.3789382,0.16924316,688.328
0.42437238,0.26310343,746.10834
0.4161287,0.26279083,733.17145
0.42924994,0.26542172,753.2991
0.40706268,0.26201087,718.8564
0.39383873,0.25863004,698.4851
0.4179976,0.2625227,736.3242
0.42799258,0.26143318,751.9711
0.4191327,0.26520523,737.4788
0.40639734,0.2603737,718.1956
0.42082834,0.26079842,740.59216
0.6246047,0.18755823,1057.0139
0.5911239,0.18685088,1008.8268
0.5726907,0.18934551,981.77386
0.587812,0.1986308,1002.83234
0.5814361,0.19081095,994.3524
0.58962893,0.19360527,1005.99097
0.5884151,0.19464591,1004.0614
0.59186494,0.19140838,1009.55316
0.57539105,0.18406339,986.22656
0.5876295,0.19517165,1002.91064
0.437756,0.19711651,778.7015
0.42788374,0.19703145,763.3585
0.41534045,0.1932621,744.3727
0.47588134,0.19473329,837.5321
0.45200834,0.19210522,801.184
0.5515356,0.21267079,948.23157
0.47618023,0.19908543,837.1937
0.4375486,0.19800527,778.2033
0.40126064,0.19979815,721.5721
0.4200701,0.19879934,751.01624
0.37597474,0.21139225,677.603
0.37084755,0.2036694,670.4784
0.36777848,0.20028818,666.09924
0.37326443,0.20706575,673.8882
0.37168986,0.20548844,671.7342
0.39715165,0.21849449,710.3718
0.3710204,0.20546351,670.7822
0.3672847,0.20360972,664.7064
0.37519047,0.20294876,677.39374
0.38042313,0.20850365,685.0655
0.3089695,0.17210147,572.1356
0.30917513,0.18082194,570.82135
0.29729477,0.18056813,552.1261
0.2375812,0.17376716,451.7168
0.33135957,0.17132245,610.3916
0.26084182,0.17407908,490.8711
0.31443954,0.16688684,582.1366
0.2361461,0.176852,448.57025
0.2317472,0.1694328,441.5376
0.30441135,0.1463734,570.3804
0.4332289,0.18195263,773.47186
0.4636463,0.21327652,817.169
0.44569156,0.17568326,793.34125
0.4079647,0.19497383,732.65564
0.4562436,0.17548998,809.68
0.42617035,0.21491407,758.4932
0.4032786,0.1766696,727.33563
0.3924352,0.17964455,710.48944
0.40761352,0.20028794,731.42535
0.43149737,0.20154975,768.32434
0.33859614,0.21222667,614.6283
0.33806613,0.2063578,614.6991
0.32161027,0.21473157,586.5688
0.33347255,0.21484298,606.3706
0.31818974,0.21405695,581.03564
0.34257382,0.21473011,621.123
0.33061215,0.21236281,601.887
0.33343178,0.2111773,606.67426
0.32931986,0.21014807,600.11694
0.33158886,0.21073213,603.6767
0.56958586,0.20453058,976.32196
0.5724728,0.20828588,980.2535
0.57673746,0.21139753,986.17303
0.5815632,0.20717281,993.5839
0.57073283,0.20849942,977.6678
0.57425743,0.20930852,982.72296
0.57291335,0.20654915,981.04675
0.5629719,0.20300813,966.81323
0.5757952,0.20545155,985.30927
0.56709063,0.20042105,973.1798
0.37993103,0.18869114,686.40454
0.39614984,0.20019454,710.76855
0.3994218,0.18922637,717.1179
0.4189073,0.20002455,746.3226
0.38641062,0.19100109,696.2755
0.3995627,0.1752028,720.1289
0.39440113,0.18226,710.5823
0.39197922,0.19071415,704.6789
0.3947915,0.16773452,713.62756
0.4202658,0.19079931,751.01196
0.29187873,0.296765,507.05087
0.29666033,0.29259118,516.65784
0.2969201,0.28762758,518.6646
0.2915722,0.29169804,508.0937
0.2964345,0.28760064,517.87305
0.2969793,0.29325378,517.02704
0.29920727,0.28909528,522.1826
0.29782534,0.2879778,520.16705
0.295451,0.2874599,516.22034
0.29426315,0.2871924,514.2427
0.18983752,0.114042215,377.64243
0.18804231,0.112461045,374.59283
0.2055229,0.112391435,405.3945
0.18417099,0.113310345,367.6942
0.21110661,0.11196968,415.30344
0.18463553,0.112295456,368.552
0.18639545,0.1118508,371.7732
0.17868038,0.11130023,358.1923
0.18472438,0.113168046,368.7092
0.18924692,0.1130151,376.6697
0.47890776,0.2875591,824.0954
0.46862492,0.2779737,811.3071
0.43700665,0.27617472,763.5606
0.49325442,0.2671969,851.3228
0.5134522,0.29440883,875.76227
0.4908388,0.29670635,840.72784
0.5026471,0.30011183,857.8417
0.49148536,0.2820797,845.5292
0.50159323,0.26934007,863.906
0.50473434,0.28305483,865.0754
0.3400551,0.20256679,621.49554
0.3294075,0.19737245,604.9531
0.3264354,0.20715156,598.31915
0.3062184,0.18824534,567.9699
0.3334012,0.2164503,608.44006
0.3068625,0.18386525,569.97894
0.32474932,0.20055231,596.68616
0.32612675,0.19552006,599.6483
0.33350754,0.20413996,610.6208
0.33439374,0.19776228,612.95447
0.45985627,0.2294839,803.5645
0.47006297,0.21501762,822.15234
0.46018103,0.21514642,807.1908
0.43451446,0.2230476,765.26697
0.41730288,0.24322222,734.14545
0.42621037,0.23852271,749.32635
0.44763628,0.21933748,786.3602
0.40308306,0.21614933,717.42676
0.42708728,0.21972081,754.5948
0.44050404,0.2286516,773.5907
0.46701354,0.11665614,831.2212
0.4354505,0.12720372,782.08716
0.46209717,0.11785846,823.69275
0.4548639,0.11792269,812.62213
0.49224615,0.12970558,868.2552
0.44572103,0.121171564,798.5211
0.41884902,0.13730673,755.4679
0.39716128,0.1417282,720.8743
0.4584946,0.121356644,817.954
0.38190168,0.13548963,697.6013
0.5643895,0.23950413,963.99084
0.5637017,0.23521441,963.5608
0.5656094,0.23297486,966.6076
0.56855184,0.23290008,971.08716
0.56404287,0.23685877,963.83484
0.5653066,0.2252248,967.3818
0.45883468,0.26206443,799.319
0.45504048,0.26834598,792.0435
0.4464724,0.2696049,778.19464
0.47689015,0.2558812,828.24054
0.451431,0.27915254,784.15924
0.47656038,0.25398618,828.04504
0.44198257,0.2593744,773.7014
0.43809828,0.2606982,767.4967
0.45224518,0.264677,788.5494
0.45422724,0.26145932,792.3515
0.3506023,0.24301289,631.2745
0.35045078,0.2440764,630.84784
0.37484375,0.24793099,669.5343
0.3447927,0.24445991,621.7554
0.3609792,0.24331146,647.94934
0.34671786,0.24234067,625.2478
0.3554596,0.24498923,638.66675
0.3793568,0.24620068,676.23486
0.34856743,0.24164203,627.78467
0.34646034,0.24217033,624.47516
0.50778323,0.26922113,871.3567
0.5018923,0.2684287,863.5602
0.49788967,0.26792797,857.40796
0.48255908,0.28219256,830.9593
0.4873006,0.26390406,841.3392
0.49164414,0.26607367,848.0078
0.49845263,0.27270868,857.3239
0.498648,0.268222,858.475
0.48866147,0.26722273,843.133
0.50218916,0.26485348,863.7957
0.4110886,0.22850887,732.5089
0.44611397,0.24570046,785.55396
0.42116827,0.22057717,750.4267
0.46439433,0.26359254,811.08203
0.4209258,0.24110903,746.61554
0.45422208,0.25635713,796.3126
0.43339238,0.24537799,765.9
0.43279597,0.24685964,764.9604
0.4345626,0.25127494,766.9077
0.3699915,0.17192289,674.50574
0.44551992,0.2228203,785.44867
0.46230853,0.21737665,812.5227
0.43636322,0.2217957,771.4131
0.46844873,0.22338565,820.7874
0.43207884,0.22183809,764.6161
0.42661527,0.23128171,754.5011
0.47585726,0.20852678,834.1691
0.46577415,0.22247699,816.9285
0.44629812,0.23216727,785.4036
0.5619212,0.29663023,946.5426
0.5643041,0.28719947,952.52655
0.57979935,0.2821116,976.43005
0.5828058,0.27776426,981.86163
0.594871,0.25672054,1005.066
0.58767706,0.26961663,991.06134
0.5799903,0.26634976,980.40564
0.57236475,0.26065165,970.7897
0.57248825,0.2860998,964.4714
0.5782295,0.29628226,970.9618
0.23619342,0.16465257,450.76138
0.2378659,0.16402104,453.78455
0.23862939,0.16054626,455.9526
0.24957047,0.16392407,474.21442
0.24080834,0.16217284,459.46655
0.2498513,0.16691369,474.0254
0.2434033,0.16669889,462.9565
0.24398683,0.16693278,463.8838
0.24478827,0.16611545,465.48688
0.24125959,0.1646558,459.61124
0.46904904,0.29027158,811.5023
0.46414936,0.2949315,802.7357
0.48051614,0.30402127,826.4373
0.48229298,0.3027037,829.3939
0.48585397,0.29496455,836.4059
0.47516453,0.29278144,820.2592
0.4842795,0.29568514,833.7866
0.48085287,0.29436728,828.9758
0.47930193,0.29358304,826.54425
0.47716883,0.29422146,823.2065
0.5491252,0.24687319,938.6257
0.54775065,0.25580487,935.0842
0.54281306,0.23519628,931.0931
0.53504914,0.23590605,919.327
0.5638482,0.23732981,961.5374
0.5385432,0.23713408,924.5867
0.54827493,0.2436253,938.20374
0.5435319,0.24409842,930.6747
0.5580189,0.24594791,951.98065
0.55074763,0.24793725,940.8433
0.4679677,0.24037568,817.0779
0.46339646,0.24051148,809.84595
0.46289846,0.24105264,809.1125
0.46385,0.24413492,810.0494
0.45300055,0.23888636,794.40405
0.4800177,0.24253082,835.12213
0.5251543,0.26023972,897.9864
0.51094353,0.26595896,875.7666
0.5373609,0.25622916,917.49677
0.5205216,0.2661576,889.6299
0.24373479,0.21604754,453.4101
0.24532129,0.21596219,456.32376
0.24907461,0.22327635,461.92154
0.44225845,0.18534732,786.70026
0.46667224,0.18697599,823.8946
0.43974897,0.17962803,783.34357
0.49440902,0.18342072,866.45306
0.43726313,0.18585807,778.5239
0.43706262,0.1840078,778.7114
0.44244274,0.18547456,786.8329
0.44281167,0.18071027,788.0677
0.4491094,0.18876456,796.8553
0.4595203,0.19720758,811.7533
0.4889591,0.23650895,849.0368
0.4925678,0.23677792,854.6157
0.49483067,0.23616955,858.1501
0.5013483,0.23670873,868.0246
0.5017059,0.24021445,867.78754
0.50720835,0.23755005,876.8319
0.5234259,0.2406555,899.55273
0.5057787,0.23441598,875.1688
0.50185186,0.23071781,869.8636
0.5081974,0.23334606,877.23834
0.65189147,0.25261483,1088.9824
0.64151704,0.25899914,1072.6885
0.6381259,0.26357272,1066.9968
0.63892436,0.2631266,1068.8917
0.6462024,0.24125578,1082.8147
0.65121275,0.23818591,1090.2251
0.6533953,0.24388213,1092.6328
0.65854985,0.24559169,1099.7819
0.6393349,0.2612637,1069.6554
0.64861727,0.25594673,1083.6324
0.43048418,0.1890603,767.73224
0.4214132,0.19494878,752.7454
0.43184003,0.18098852,770.94495
0.42727917,0.19279313,762.2483
0.43927503,0.1820003,782.4421
0.44207823,0.19822982,784.51117
0.43339044,0.19707476,771.2344
0.46885806,0.18031907,827.87103
0.46689758,0.17796299,825.27264
0.44947705,0.18126568,798.2041
0.35615486,0.17355959,652.50165
0.34206864,0.16927733,630.21075
0.38827366,0.18526286,702.3105
0.3846207,0.17878856,697.474
0.37327132,0.17944475,679.2433
0.34121332,0.1618335,630.1616
0.35454348,0.16752307,650.62213
0.3256903,0.15016913,605.8967
0.32956147,0.15781386,611.28815
0.33630878,0.16191542,621.80084
0.4431435,0.22277251,781.72766
0.43896696,0.2262531,774.8522
0.4148112,0.20959768,739.5427
0.36956877,0.21397856,667.0621
0.41579542,0.1921995,743.2751
0.39136395,0.20561472,703.2638
0.40602854,0.20447224,726.52094
0.4201341,0.21141157,747.54596
0.43330455,0.21417157,767.7841
0.39518762,0.21825574,707.47833
0.42730877,0.20327483,760.89417
0.44555578,0.21599047,787.44885
0.45114145,0.21211022,796.567
0.45743877,0.19812296,808.1494
0.47064123,0.1809498,830.6313
0.45305887,0.19752245,801.4661
0.46398014,0.20349549,817.3611
0.4703144,0.21131119,825.99805
0.46377292,0.20613052,816.73627
0.44480056,0.21027994,787.0373
0.6685972,0.2695524,1108.639
0.66813195,0.27102575,1107.7256
0.66647345,0.26980698,1105.6371
0.6340617,0.2789007,1057.3894
0.6641364,0.269534,1102.3237
0.6556233,0.27524123,1089.0322
0.6651491,0.2703448,1103.4557
0.66648084,0.27065244,1105.3533
0.6629729,0.26995793,1100.6411
0.6657272,0.26719576,1105.0535
0.70903313,0.21282041,1172.744
0.6784965,0.24460326,1124.131
0.6638516,0.2421665,1104.5195
0.6850242,0.2507957,1132.4271
0.66344595,0.254027,1102.459
0.74469584,0.21864912,1221.8818
0.7085333,0.20234829,1173.8025
0.70015943,0.19963548,1162.2178
0.7006218,0.1936692,1163.6492
0.7031964,0.19209324,1167.3738
0.5658063,0.29797763,953.90173
0.5575753,0.29574183,941.9096
0.5740019,0.29683074,966.1175
0.573787,0.30127573,964.94885
0.5819302,0.29929355,977.45276
0.58345044,0.29851595,979.8195
0.5690621,0.29577562,958.92334
0.57566726,0.29799312,968.3913
0.5873765,0.295265,986.4761
0.57213163,0.29482454,963.7901
0.53616726,0.29198182,911.38116
0.5406064,0.29566422,917.1222
0.53716254,0.2918224,912.98145
0.5405035,0.2973737,916.79236
0.5291484,0.28962076,901.4557
0.5415091,0.29662418,918.53687
0.53990966,0.29543725,916.2154
0.5395072,0.29196778,916.3698
0.5391205,0.29148012,915.8406
0.5369146,0.2921014,912.4511
0.60310495,0.22309248,1021.7932
0.60085785,0.22265859,1018.57263
0.6033566,0.2275436,1021.42847
0.5864666,0.25607443,991.0149
0.6128533,0.22669996,1035.4073
0.5988355,0.23642966,1013.0063
0.61395574,0.23430996,1035.531
0.61146677,0.22797252,1032.9589
0.61130047,0.22773586,1032.5853
0.6032572,0.22751082,1021.07214
0.5178828,0.32830462,876.17633
0.5086876,0.3285827,862.2508
0.49736848,0.33193675,844.5206
0.51449156,0.32925346,870.7869
0.5132625,0.3333711,868.032
0.5128255,0.32831702,868.6441
0.49804777,0.3275612,846.46155
0.50998586,0.32731724,864.58136
0.5015242,0.3270689,851.94666
0.5106909,0.32769778,865.46063
0.5223937,0.31625742,880.7484
0.4920494,0.33087313,835.7552
0.46428743,0.32378376,794.33575
0.46318397,0.32708478,792.014
0.561691,0.24464664,956.1576
0.5108076,0.26400265,878.48346
0.50638247,0.26303333,871.87976
0.5157185,0.2646157,885.842
0.511238,0.26484823,879.0788
0.5181566,0.2645988,889.5652
0.5081485,0.2642963,874.4493
0.50818676,0.2632719,874.63495
0.50855273,0.2634115,875.12537
0.5095607,0.26297137,876.72095
0.50973594,0.26395044,876.8143
0.565207,0.2865231,957.3171
0.56692153,0.28695908,959.854
0.5638596,0.2888757,954.9027
0.55652404,0.28318238,945.0282
0.57751685,0.293967,973.87506
0.5606985,0.2855512,950.7843
0.5705872,0.2873716,965.0875
0.5633674,0.28284645,955.34155
0.57018006,0.28875592,964.1301
0.5620157,0.2846525,952.94305
0.6774308,0.2065979,1131.0159
0.6790332,0.20631075,1133.3174
0.6762533,0.20637494,1129.3768
0.6781883,0.20825131,1131.9321
0.67777884,0.20658548,1131.5238
0.67727655,0.20784424,1130.6747
0.68011034,0.20572741,1134.894
0.6788658,0.20656532,1133.0437
0.6786337,0.2051095,1132.8718
0.6785335,0.20487666,1132.7522
0.57904667,0.35386488,961.04333
0.58449304,0.35945886,967.464
0.57942766,0.36091727,959.58453
0.5786822,0.36444888,958.5889
0.57761806,0.36017868,956.9695
0.5742333,0.3611888,951.63745
0.5726554,0.35592917,950.41907
0.5689286,0.3542178,945.0831
0.5774022,0.35824656,957.3042
0.5801025,0.3540177,962.6074
0.5482433,0.3254568,922.1921
0.5645347,0.33869198,942.8052
0.5575488,0.33529386,933.3199
0.55801386,0.33655667,933.67426
0.55893725,0.33932948,934.21716
0.5180426,0.3164349,877.82654
0.595248,0.30894393,996.8943
0.5598385,0.3214923,940.71716
0.55323315,0.32384893,930.15344
0.555518,0.32476956,933.4207
0.47302783,0.3463595,801.2257
0.45939875,0.350322,778.45386
0.46331927,0.3504204,784.7284
0.4712465,0.34901482,797.2255
0.48487282,0.35153663,818.1419
0.4460149,0.3460902,757.7506
0.4519014,0.3484621,766.7752
0.4516664,0.34927502,766.1226
0.47490516,0.34872714,803.38403
0.48579034,0.34526518,821.34906
0.373512,0.32576728,647.2915
0.45676348,0.3051942,789.7389
0.46025032,0.3040115,795.5355
0.45917666,0.30548674,793.421
0.4304434,0.31374028,745.52576
0.45677766,0.3058957,789.7028
0.45573837,0.3118181,786.4501
0.45933676,0.3118082,792.09406
0.45562664,0.30687314,787.5219
0.44983962,0.3008363,779.9519
0.45399454,0.30717608,784.89185
0.3724009,0.32243365,650.3911
0.36034697,0.32360283,629.6761
0.36776796,0.3283183,640.52576
0.36490068,0.31901237,638.68823
0.3769494,0.32494396,656.78284
0.34680903,0.30532014,611.9611
0.37702328,0.32078296,657.96893
0.36596945,0.31208324,641.71204
0.36826396,0.32425824,642.72614
0.3736945,0.32438558,651.9598
0.43362498,0.35489213,735.40125
0.43428904,0.35471442,736.49866
0.42767438,0.36098593,724.3428
0.4567806,0.35638794,773.0875
0.43573987,0.36281568,736.54346
0.4535419,0.36083263,765.85803
0.44232824,0.35629845,748.72046
0.4258793,0.35202238,723.93567
0.42462006,0.35215464,721.8716
0.43511826,0.35442555,737.8762
0.33904076,0.31639424,592.6524
0.4417038,0.33051714,761.30133
0.42046177,0.31775677,730.5564
0.4343836,0.32490945,750.6863
0.4140806,0.30246672,723.8864
0.4603287,0.34156975,788.0017
0.46435577,0.34147716,794.2364
0.4288564,0.3071604,746.71783
0.43615523,0.33671346,750.84344
0.43532243,0.34083116,748.245
0.4248511,0.3309931,734.28674
0.2619397,0.29807618,465.83493
0.28395066,0.31196874,500.57474
0.2655055,0.29472888,472.67023
0.26827288,0.28828317,480.73782
0.24035612,0.2784492,432.4051
0.2375799,0.27887216,426.90466
0.24698383,0.2868426,442.30194
0.24656011,0.28728446,440.78397
0.2461713,0.27813417,443.34915
0.27017137,0.3101271,476.65887
0.417877,0.28551736,733.0022
0.41452196,0.28359857,728.04
0.41178334,0.28168657,723.9677
0.39354816,0.2785079,695.50146
0.42424744,0.29153058,741.69147
0.39438388,0.28204417,696.0144
0.42452237,0.2947977,741.5246
0.42323723,0.29260242,739.92816
0.42841858,0.29299483,748.00323
0.41752827,0.28561237,732.3782
0.29360887,0.32272756,513.9069
0.5111371,0.30631962,872.89185
0.4987282,0.30065683,855.24414
0.50753754,0.30660984,867.4687
0.50380725,0.30853108,861.0595
0.50702465,0.30692193,866.5927
0.5074471,0.3080533,866.86346
0.5123154,0.3062574,874.6624
0.50974953,0.30428565,871.2125
0.5149495,0.30774334,878.31433
0.5026601,0.29972392,861.3821
0.43546253,0.3331859,746.7076
0.4353354,0.33353165,746.3983
0.43493134,0.33326173,745.98846
0.41608047,0.3110036,722.1578
0.4370603,0.33356836,749.1287
0.4049759,0.31593752,701.19586
0.39900497,0.317515,691.81976
0.39332908,0.31485376,683.3876
0.4151281,0.3162375,719.41144
0.42252842,0.32574412,728.36835
0.5021064,0.27973813,862.1889
0.50431144,0.28230777,865.0138
0.50015545,0.2794395,859.29877
0.4765024,0.29612628,819.51196
0.49861708,0.27939492,856.9629
0.5079592,0.29509544,868.289
0.5084845,0.28278968,871.26086
0.5062856,0.2814873,868.18646
0.49978477,0.28023273,858.5705
0.50043976,0.27989596,859.63306
0.4595524,0.28026098,797.8886
0.45680246,0.28763264,792.09326
0.4593072,0.28689378,796.1537
0.4794884,0.31657127,821.6336
0.4749337,0.2870003,820.20667
0.5153072,0.31783506,876.92017
0.4496014,0.2858154,781.2749
0.45002636,0.28515673,782.0775
0.46379688,0.28487182,803.5123
0.47046366,0.28096715,814.5648
0.46913213,0.25745183,818.2228
0.47883025,0.26704025,831.36066
0.4725353,0.25809607,823.3491
0.46576902,0.27056676,810.80273
0.47419026,0.2642456,824.8072
0.5165639,0.27763015,887.4817
0.5465508,0.27497455,933.19763
0.4731087,0.26020157,823.86017
0.4703041,0.25980386,819.5898
0.46332246,0.2529067,810.058
0.4629463,0.29592428,800.34454
0.4550929,0.29459143,788.4934
0.4485891,0.29901707,777.6239
0.4780032,0.30680272,821.84753
0.47083578,0.30440184,810.8094
0.50821716,0.30756718,868.65375
0.5014152,0.3060694,858.2239
0.46320048,0.29617426,800.6748
0.45564613,0.2936395,789.5097
0.4633078,0.2960444,800.8667
0.489453,0.26247972,849.2249
0.48876,0.25824106,848.82855
0.48545495,0.25479522,844.2586
0.36591774,0.28872648,648.7404
0.46501487,0.2268948,817.29663
0.45807952,0.25189292,802.8278
0.47062597,0.23252526,825.09
0.48272678,0.25233904,840.5805
0.48225746,0.27303028,836.32776
0.47860909,0.2712111,831.0347
0.40081432,0.25155064,712.2423
0.40391973,0.24426676,718.541
0.38876224,0.24290973,694.2621
0.38296977,0.23688817,686.09955
0.38421845,0.2370878,688.0846
0.37585118,0.22984433,675.9059
0.41823187,0.2457643,739.7238
0.4203622,0.24865286,742.5013
0.42636198,0.24903272,751.79834
0.42361116,0.24853759,747.6154
0.4213843,0.24762176,744.3063
0.58690727,0.15684624,1005.6161
0.5866344,0.15718913,1005.1916
0.5870577,0.15716739,1005.80585
0.5869741,0.15681027,1005.71246
0.58686066,0.15640728,1005.58496
0.52590925,0.14951533,916.7885
0.5257625,0.14984417,916.54346
0.52447635,0.14862975,914.7479
0.5132243,0.17287788,895.9623
0.5385207,0.17061304,933.7969
0.5149974,0.173355,898.55835
0.52782756,0.12231023,921.9515
0.5422912,0.12232774,943.2511
0.5456503,0.120710395,948.3089
0.5504893,0.117792,955.62164
0.36974755,0.15682395,677.0226
0.3695398,0.15701057,676.6789
0.37284163,0.15720178,681.91705
0.35367727,0.18938288,646.7486
0.34711865,0.18557788,636.69147
0.35370737,0.18958946,646.781
0.3944972,0.15903841,715.87714
0.39021072,0.15817678,709.21893
0.3918443,0.15788761,711.82623
0.3922893,0.15828295,712.4906
0.4952155,0.22474374,861.3651
0.49647787,0.2233158,863.5081
0.49533892,0.22214106,861.99146
0.491473,0.22118267,856.30615
0.49075598,0.22076595,855.2864
0.49603552,0.18080007,868.95984
0.51104254,0.18925491,890.3315
0.5107185,0.19256532,889.1957
0.5141587,0.1799749,896.3106
0.4961848,0.17709942,869.6781
0.5001098,0.23280999,868.4788
0.47765946,0.23567748,833.80524
0.5059152,0.23819132,876.34357
0.49680892,0.23242123,863.3429
0.48482844,0.22601324,846.2801
0.5272594,0.20648764,913.58514
0.5313702,0.20978361,919.26733
0.52832246,0.20705417,915.10364
0.5288918,0.20727633,915.9405
0.45048574,0.21498062,796.4762
0.4496854,0.21957341,794.2682
0.4794055,0.21395004,840.91077
0.5177219,0.22658557,896.3642
0.5327456,0.22836916,918.7247
0.5336854,0.23030475,919.9274
0.33732083,0.21160702,616.565
0.42506814,0.24473834,751.0316
0.43236405,0.24604586,762.34485
0.43037084,0.24413987,759.5707
0.42442438,0.24063893,750.8762
0.5257525,0.20810151,911.5456
0.53647554,0.2170027,926.4979
0.5275745,0.21865363,912.87756
0.4401455,0.19582699,782.9041
0.46323878,0.19805296,818.107
0.4692285,0.20434937,826.4442
0.4315393,0.19603854,768.97235
0.43840408,0.19873334,779.18634
0.43193096,0.19469172,769.75977
0.43051338,0.19404174,767.62616
0.41463155,0.21592095,739.3072
0.41722894,0.21403633,743.78973
0.41092762,0.20931725,734.70544
0.41159308,0.21286808,735.1051
0.4087823,0.21252286,730.7285
0.450695,0.2437077,793.02374
0.45165572,0.24375919,794.51843
0.4506752,0.24391507,792.96967
0.44629884,0.241063,786.6819
0.44969994,0.24069257,792.0129
0.5390903,0.277047,919.9751
0.5489987,0.28067178,934.1225
0.5488362,0.27696857,934.5298
0.5438106,0.27548742,927.32227
0.5428276,0.27487692,925.9754
0.54892075,0.25036243,939.4049
0.5555365,0.25737208,947.80133
0.55313927,0.2557454,944.46765
0.53283316,0.24288668,916.655
0.5434461,0.24513973,932.13727
0.52147704,0.2757803,894.70374
0.51101494,0.2792876,878.1372
0.51888335,0.28014365,889.88745
0.5278364,0.27918348,903.51996
0.50830793,0.2717002,875.23334
0.5064815,0.25277695,877.2279
0.5132124,0.2561756,886.8028
0.5048786,0.24997033,875.23645
0.5058565,0.25276092,876.3268
0.44524395,0.27038422,780.47253
0.48340467,0.27554378,838.78467
0.45537096,0.26784077,796.5679
0.51020235,0.25921905,881.14545
0.5067208,0.26222056,875.4014
0.5101212,0.2684211,879.4194
0.38580054,0.25050095,689.59564
0.53164977,0.24733056,916.1285
0.5163913,0.251487,892.7412
0.4806672,0.22567157,842.2705
0.4908047,0.24887316,854.3923
0.35779932,0.23848301,647.32544
0.36093432,0.24358527,651.5395
0.4207537,0.23440996,747.95667
0.43163493,0.2379714,764.6642
0.4371497,0.23873767,773.15
0.39504266,0.2662434,701.5466
0.39892006,0.26849782,707.2157
0.47263822,0.23421451,827.36334
0.48258287,0.24319279,841.348
0.48641807,0.24598217,846.91724
0.44690886,0.24996398,785.3888
0.46359143,0.26163822,809.29865
0.4482708,0.26026392,785.8458
0.44461793,0.25860852,780.42786
0.44449416,0.25831673,780.2687
0.4980592,0.23782298,864.4801
0.5036598,0.24527852,871.7928
0.4996853,0.24042104,866.5002
0.4969167,0.24177721,862.1188
0.4967525,0.23859276,862.4052
0.4852918,0.22364473,847.4354
0.49004874,0.21821406,855.71533
0.4679829,0.2391352,818.73816
0.47848827,0.25263032,833.0491
0.48941794,0.2619842,848.3392
0.4766084,0.23079297,834.7043
0.49666172,0.23549363,864.6202
0.4922366,0.23047708,858.71185
0.50106186,0.23578829,871.34766
0.49384075,0.23100205,861.1575
0.40516904,0.24688677,721.53076
0.4135536,0.24895918,734.2959
0.41525245,0.24912624,737.1063
0.4371414,0.25702742,770.07965
0.42891207,0.24859028,758.5738
0.5004529,0.24687588,867.99054
0.50095326,0.24725212,868.7018
0.48512,0.24677666,844.8796
0.49931082,0.25055417,865.73785
0.49564105,0.24576348,860.9311
0.50964516,0.23726125,884.2872
0.5078826,0.23319396,882.1949
0.49112204,0.21513368,859.2051
0.3917156,0.20243445,706.978
