Mean_Intensity,Std_Intensity,Entropy
0.4223427,0.20873019,754.41675
0.40142822,0.20542915,722.0686
0.46895328,0.21397088,824.6817
0.48097178,0.22401963,841.76984
0.48054716,0.22671616,840.74744
0.47706628,0.2239003,835.8838
0.41981366,0.22885673,746.16864
0.4081543,0.22846062,727.82745
0.4136051,0.2330538,735.31824
0.39917162,0.22123057,714.986
0.40714148,0.22642083,726.589
0.5365307,0.27856523,916.0961
0.5386795,0.28133443,918.8314
0.550124,0.2846515,935.44934
0.53101784,0.27525002,908.40454
0.53497285,0.27825683,913.83716
0.47065374,0.28168726,815.6518
0.47393963,0.28828323,819.6284
0.47554728,0.29614267,820.3863
0.47246268,0.29565227,815.7422
0.49232417,0.2933543,846.8883
0.51254433,0.25682345,885.42456
0.5190208,0.26389247,893.95593
0.50992966,0.25217673,882.2092
0.5135379,0.2582187,886.6912
0.51090825,0.25792697,882.78784
0.45018524,0.27231142,787.8046
0.44126156,0.26795375,774.7779
0.431891,0.2662143,760.5381
0.4931777,0.29630587,848.3242
0.46815062,0.30417052,807.2957
0.46524948,0.2954804,804.7354
0.46944317,0.24462265,822.2524
0.431679,0.21796548,767.4183
0.48151234,0.24305479,840.7774
0.49541026,0.2651996,858.4381
0.4477744,0.24102437,789.0806
0.4566998,0.23609655,803.62524
0.4531695,0.23003168,799.0688
0.46535605,0.23922747,816.5025
0.45687228,0.23023805,804.75757
0.5384226,0.237505,926.7674
0.5359079,0.23738126,923.0672
0.53548205,0.23389137,922.8536
0.5394858,0.23722227,928.3627
0.53731173,0.23634455,925.27386
0.45142725,0.24719286,792.8798
0.45171118,0.24734731,793.30206
0.45250744,0.24828978,794.3599
0.4607754,0.2542754,805.98785
0.4530697,0.24791634,795.28265
0.5078852,0.27369833,872.97186
0.5046519,0.27276662,868.29596
0.5036407,0.27138412,867.0519
0.50368947,0.25450763,870.17737
0.45473823,0.25754482,794.2628
0.52046657,0.25999928,895.28094
0.47234792,0.2727132,819.6485
0.4609905,0.28218967,800.36115
0.4632471,0.28399944,803.51166
0.46751937,0.28540355,809.923
0.45316535,0.2927191,786.3707
0.4979407,0.25968477,862.65955
0.51070106,0.24898647,883.6294
0.5113676,0.24994498,884.44244
0.5057866,0.24169584,877.334
0.45362955,0.26385307,794.56616
0.46538433,0.27172425,811.47485
0.46321473,0.2706489,808.1838
0.46060774,0.271592,804.2975
0.45906547,0.27632365,800.96606
0.47563583,0.28924537,822.5635
0.47534052,0.28963503,822.0179
0.48216605,0.29079995,832.1696
0.47572672,0.28904456,822.7031
0.47624588,0.28963077,823.39215
0.50865495,0.24609424,881.55835
0.51663536,0.25416753,892.24695
0.49901375,0.2492913,866.4983
0.5070027,0.26592037,875.8543
0.5044074,0.2642367,872.1549
0.3310413,0.23394299,603.8698
0.34177515,0.23908399,620.47
0.33558044,0.23631638,610.8105
0.3142288,0.23109712,576.19037
0.33418834,0.2485123,606.2431
0.4419682,0.24182406,779.68854
0.43334696,0.23518334,767.38947
0.42256638,0.22629952,751.9571
0.4002054,0.30020934,703.1868
0.39279732,0.29598778,692.0072
0.39520314,0.29590032,695.73566
0.47534928,0.22715618,832.43506
0.48670706,0.23577489,848.45917
0.48047838,0.23216,839.5132
0.48810324,0.23703822,850.33954
0.44212484,0.2610425,775.3835
0.44452554,0.2623725,778.82544
0.44597942,0.26298785,780.97345
0.4458298,0.26283607,780.7676
0.44405606,0.26208794,778.18066
0.532441,0.28011844,908.72003
0.53603095,0.28540498,913.06866
0.5330608,0.2846142,908.6545
0.52519286,0.27878067,898.073
0.5305421,0.28097507,905.70355
0.549972,0.25586268,940.0194
0.5643674,0.26491594,959.5878
0.5625407,0.26444253,956.97516
0.53741413,0.2569627,920.4038
0.54102856,0.24770524,927.9818
0.49237725,0.29490542,845.9862
0.5083275,0.29984364,869.5006
0.49710652,0.2919428,853.4408
0.5079319,0.3059922,869.2634
0.5066213,0.3127473,864.6528
0.5232596,0.26199812,900.9022
0.52742237,0.267927,906.1546
0.52547204,0.2635362,903.929
0.523655,0.26442674,901.1136
0.52268344,0.26346213,899.8004
0.49842316,0.26820254,862.2907
0.5136188,0.27060622,884.9963
0.5219961,0.27036163,897.7621
0.5444661,0.26690271,932.09906
0.5176976,0.27084884,891.1294
0.5233188,0.31927934,889.3861
0.5225074,0.31946346,888.11005
0.5091511,0.31894308,868.1113
0.5242815,0.3221455,890.0898
0.47971055,0.3532844,816.1673
0.37369698,0.2884234,662.50006
0.55576855,0.29544154,944.7584
0.55847436,0.26172107,953.9065
0.5362748,0.25399807,922.045
0.5365413,0.2761205,918.95013
0.39224666,0.26655227,696.83716
0.39632848,0.2632061,704.0255
0.39640003,0.26451254,703.73157
0.39749277,0.2627249,705.98376
0.39336893,0.2610035,699.70294
0.4605844,0.24254538,807.9929
0.4449162,0.23297267,785.28186
0.44646516,0.23422502,787.5412
0.46157774,0.24317154,809.4488
0.4606558,0.24299265,808.04626
0.49874145,0.3046866,856.63983
0.5023279,0.31128708,860.61035
0.49240062,0.30467653,846.85394
0.49569452,0.31161752,850.23676
0.50030255,0.3100337,857.80194
0.47504297,0.25114307,828.3969
0.4846409,0.2566279,842.0462
0.47446692,0.2509252,827.5722
0.419484,0.24485937,742.62665
0.44265658,0.2652783,775.0828
0.42242956,0.25592127,745.2524
0.3603434,0.29825607,625.7432
0.3690562,0.29455382,641.1406
0.3763855,0.29293305,654.0439
0.37664282,0.2935727,654.19006
0.42043608,0.31930748,726.81964
0.38397208,0.30850586,669.2206
0.37965512,0.30336225,663.77246
0.37774974,0.2972481,662.497
0.36320445,0.29900008,637.2558
0.4075092,0.340697,696.17255
0.39497924,0.33770084,676.6338
0.40499797,0.33965942,692.28394
0.39640006,0.3382729,678.79956
0.40642762,0.3402878,694.51855
0.24980012,0.25210246,455.19464
0.24734989,0.25185665,450.65912
0.24939556,0.25221866,454.1851
0.25135076,0.25332275,457.75278
0.25221694,0.25374165,459.153
0.33746266,0.27242365,600.95764
0.34756014,0.27954787,615.5265
0.3489764,0.28083795,617.51324
0.36377513,0.28616923,640.05035
0.3452782,0.28819028,608.5256
0.3180646,0.27427748,566.35693
0.33368188,0.2811792,591.73114
0.3476594,0.22288585,625.7991
0.38931072,0.23346017,691.60065
0.39358595,0.22968759,699.32556
0.46488592,0.206167,817.1813
0.42400923,0.19049247,756.0624
0.41518608,0.18804182,742.5576
0.42279178,0.18992957,754.2823
0.42224875,0.18845068,753.75916
0.3645846,0.24590151,650.51166
0.35707712,0.25079545,637.0338
0.35873803,0.25251853,639.41437
0.36783692,0.2515894,654.7203
0.36858994,0.2460105,657.0903
0.35494444,0.22796491,640.5586
0.35290796,0.22722,637.4748
0.34212303,0.22559585,620.09717
0.33890295,0.2260882,614.92993
0.35020489,0.233224,631.8461
0.34868902,0.20703544,634.49884
0.3441751,0.20734023,627.1201
0.33421683,0.19808033,612.55023
0.33689845,0.19941215,616.33545
0.32958168,0.260591,590.51587
0.2858172,0.19875273,530.6754
0.29115823,0.20424768,538.6428
0.28301868,0.19760291,526.13324
0.28303692,0.19614276,526.5178
0.28276566,0.19705167,525.8079
0.332505,0.21760081,605.3125
0.33028668,0.21634232,601.87225
0.33591512,0.21894099,610.2518
0.3357372,0.2168871,610.59174
0.32795513,0.21433221,598.451
0.5492824,0.27903363,932.7551
0.55076504,0.2843758,933.7514
0.5466485,0.28252262,928.03705
0.5450786,0.2830493,925.54517
0.55913395,0.3183038,941.4204
0.51236796,0.30360696,873.45953
0.56699693,0.3183603,953.12964
0.3938328,0.26928517,693.88745
0.51726156,0.29103377,885.7542
0.5590282,0.28172567,950.16846
0.55701876,0.2922615,945.36993
0.31797558,0.22170894,581.2675
0.2728717,0.23956902,497.74713
0.38176706,0.24197985,682.06366
0.46223372,0.252501,807.78735
0.43052104,0.27010703,754.6298
0.53942347,0.28288153,920.46075
0.5367019,0.2908023,914.5993
0.54241204,0.28603876,924.1906
0.530421,0.28492332,906.4279
0.39263886,0.2563934,695.09454
0.40222508,0.24822833,712.54614
0.38841835,0.2448673,691.3386
0.3926544,0.2440147,698.23615
0.3878272,0.25133124,688.8113
0.57869726,0.3293436,963.8715
0.57938343,0.33591184,962.90485
0.5684978,0.3323565,947.3539
0.56592256,0.32684633,944.95984
0.57174534,0.33057076,952.97656
0.62299573,0.25118977,1046.5443
0.6207899,0.27617553,1037.903
0.61067194,0.28155318,1021.54486
0.5989295,0.2731111,1006.17255
0.51702905,0.35396972,866.31195
0.563457,0.3537359,937.5545
0.5406455,0.35112873,902.9938
0.6157133,0.3135043,1024.7993
0.5397384,0.33400133,906.314
0.5248397,0.34571752,880.464
0.58840626,0.30266955,988.12537
0.6130794,0.3074139,1023.16516
0.6106949,0.30250415,1020.7892
0.59838736,0.29200533,1005.12634
0.59187543,0.29692394,994.6356
0.5331817,0.27399117,911.88684
0.55455583,0.27697703,942.61786
0.5503672,0.26644143,938.30493
0.5462608,0.2708176,932.3396
0.48766,0.27263758,842.8695
0.4974842,0.3662129,833.12427
0.49275088,0.3681803,825.68744
0.49385288,0.37736166,825.053
0.4874813,0.3676076,817.25214
0.48142925,0.36586192,808.4978
0.46424836,0.34269002,792.0471
0.4556998,0.33255073,780.60364
0.45780578,0.34872103,779.18884
0.45517606,0.3415182,777.5029
0.4778,0.3549448,809.9869
0.37559354,0.27915052,661.73535
0.38578525,0.2722929,680.3206
0.3729092,0.2675483,660.0069
0.34469512,0.26735258,612.54663
0.46925986,0.2910903,809.14526
0.4895766,0.3021141,838.5015
0.46847296,0.29158992,807.8365
0.44070446,0.3449131,749.7253
0.433831,0.34344554,738.52515
0.43760914,0.34865788,742.97784
0.60998106,0.30573872,1020.4403
0.6273781,0.3094566,1044.9789
0.62658507,0.29921576,1045.771
0.6302569,0.30042747,1050.8447
0.62446654,0.29760465,1042.923
0.6152315,0.30602434,1027.6244
0.5749637,0.3013448,969.2289
0.6158451,0.30792063,1028.1646
0.6178203,0.30666265,1031.2987
0.61673,0.30704206,1029.6046
0.5220541,0.28943172,888.72864
0.49402922,0.2944996,845.49475
0.4147751,0.26012784,728.6364
0.42701823,0.27232304,745.66895
0.44072482,0.2607624,769.55914
0.48028135,0.3115289,821.2671
0.46777093,0.29832318,804.9486
0.475617,0.29350534,817.45984
0.41073546,0.28444973,718.1641
0.40549675,0.28888083,708.6065
0.45649695,0.25562108,795.0324
0.49170992,0.3073032,841.167
0.42906833,0.34041563,733.9743
0.3885463,0.3098505,676.3617
0.3790238,0.3138953,659.8755
0.49646026,0.30507156,850.0712
0.52421093,0.2763276,897.6499
0.5049188,0.28690457,866.5685
0.5151199,0.28665587,881.7658
0.43325183,0.28746474,755.4977
0.5180354,0.33569604,875.44653
0.48783496,0.33726752,829.01733
0.5186036,0.33643472,876.4821
0.39232102,0.3730363,668.19977
0.44874853,0.32701302,769.37274
0.39844012,0.28760755,695.62836
0.45097235,0.28674507,780.5137
0.40339625,0.28159976,705.18835
0.4054928,0.28598958,707.7014
0.41956994,0.2864097,729.92084
0.52843636,0.375979,881.087
0.4919741,0.36446518,828.6406
0.46833017,0.36960754,790.00665
0.4364151,0.33275273,748.5233
0.5437944,0.16459103,942.7003
0.49025777,0.276553,846.571
0.5180335,0.20304172,897.4482
0.60438275,0.23155016,1021.1092
0.593075,0.23497042,1003.62415
0.6097656,0.24411155,1027.3408
0.6294043,0.24793096,1054.8494
0.629393,0.22611511,1058.6505
0.7180949,0.19598466,1187.3434
0.70981514,0.20041505,1175.6102
0.57320637,0.21948875,977.0333
0.40146756,0.25833565,709.675
0.3985025,0.26334423,704.3626
0.40204987,0.2726093,708.26013
0.40232506,0.25883764,711.08826
0.43678415,0.267974,763.8852
0.535982,0.29924062,908.5947
0.5085449,0.30608562,865.95074
0.50964606,0.30453134,867.9927
0.5086146,0.30179277,866.8338
0.5226036,0.3009128,888.3471
0.2646823,0.2147746,494.71527
0.41347176,0.31067258,717.5151
0.44026214,0.30931148,760.7513
0.44843498,0.295066,777.7635
0.29188964,0.24905318,531.7502
0.545997,0.3681914,913.0466
0.5862042,0.35763952,974.72375
0.66932863,0.30699572,1105.1085
0.5345741,0.34624234,901.7069
0.6035668,0.35542995,1001.74664
0.5540433,0.3421162,927.6869
0.7005463,0.30528438,1147.1151
0.52911806,0.2926915,897.0999
0.3336367,0.21624933,606.17615
0.33560336,0.21863902,608.5035
0.6137505,0.35773134,1010.50354
0.58565104,0.33795968,973.71857
0.5832546,0.3316955,971.2688
0.6295704,0.3243948,1041.0657
0.6135369,0.3306813,1016.5166
0.2949558,0.25597563,530.1955
0.29739165,0.24378417,538.72186
0.31623766,0.22839437,573.98236
0.28284565,0.2450967,512.71124
0.26295838,0.2518431,475.7014
0.53095734,0.21449125,915.3043
0.4744376,0.23119992,827.05817
0.43240175,0.26321208,754.40295
0.43926457,0.25993708,765.70447
0.43753716,0.24956998,765.69116
0.28803456,0.23939528,522.66705
0.254261,0.22508103,468.20633
0.25360858,0.22000009,469.4186
0.26380676,0.22791368,484.80893
0.2685454,0.23274884,490.9627
0.36286682,0.2329441,650.308
0.36162925,0.23220643,648.25336
0.31891137,0.23675033,579.0376
0.4406653,0.29462335,766.0765
0.28645232,0.23236287,525.09595
0.25792474,0.2531486,467.52744
0.27314746,0.2724968,489.79507
0.26644018,0.24186742,485.29016
0.43756458,0.30037653,756.32263
0.35497335,0.27355468,627.8744
0.40327632,0.28957063,704.18823
0.64449203,0.27402517,1072.8947
0.51057374,0.2621253,876.7412
0.44027418,0.23094752,773.97375
0.4189121,0.24173516,738.49756
0.45145726,0.35754946,759.8826
0.47011074,0.37534067,785.4145
0.52621084,0.36852655,872.5033
0.54681754,0.40676957,892.0307
0.5689438,0.40747193,925.6857
0.51466644,0.31222385,871.2785
0.5389505,0.31558847,907.5885
0.5482691,0.31785378,920.8943
0.5454701,0.3151588,917.3082
0.4991931,0.31107542,848.1454
0.5713761,0.3017658,958.66895
0.5489294,0.3368136,918.96436
0.4928078,0.2974344,840.16046
0.43017638,0.30450046,742.04193
0.5574302,0.3222666,933.6289
0.4196435,0.3613527,708.6312
0.371343,0.34757262,633.3102
0.40916058,0.36859748,689.3362
0.4232501,0.37690827,708.61633
0.40033382,0.3659351,675.9137
0.45724064,0.3947364,758.0717
0.18174465,0.22140703,342.59995
0.24833642,0.31581047,438.01584
0.18886848,0.2588793,347.60403
0.13873804,0.20118746,265.00427
0.44873717,0.36269495,768.8871
0.66798216,0.3128313,1103.1711
0.41721824,0.35204953,711.9383
0.20837343,0.24137177,381.36707
0.26048785,0.27290207,465.82416
0.21894766,0.29020903,383.68387
0.22233412,0.28466326,391.14673
0.2647837,0.32082957,457.2205
0.5748621,0.34406495,956.88354
0.5531567,0.3843961,913.79974
0.62268597,0.35306808,1022.6475
0.69637907,0.2591239,1148.4291
0.69387335,0.26675338,1143.8159
0.69467396,0.26533577,1145.2826
0.6879404,0.26558465,1135.5203
0.8276299,0.2661568,1330.2648
0.79250664,0.22857828,1286.8522
0.6388899,0.26832038,1064.0956
0.6591893,0.26958287,1093.7258
0.6916178,0.27526328,1139.3788
0.4752647,0.30968022,814.0745
0.52398103,0.31336364,887.9419
0.4780908,0.31250834,817.68744
0.47906294,0.31351405,818.7559
0.44334003,0.3157582,763.3016
0.53905404,0.35130182,901.8699
0.547216,0.34883553,915.1792
0.5760016,0.35745674,956.36884
0.33315268,0.29156402,591.62756
0.33678842,0.31726545,590.9641
0.16310678,0.2680923,287.25632
0.4108304,0.28353897,717.16
0.4365925,0.25987098,763.6386
0.4616917,0.326893,789.62067
0.45637682,0.3177285,783.47534
0.30499512,0.2793815,542.21564
0.3195342,0.2531202,574.08167
0.3925121,0.30724728,688.34784
0.40266797,0.3182063,701.6131
0.38676584,0.3122823,677.33185
0.58736765,0.2998333,987.9736
0.61092454,0.2854268,1024.8081
0.5731377,0.28500727,969.75525
0.5648726,0.27089313,960.4419
0.5551247,0.29936466,939.61664
0.47505745,0.29808176,816.59393
0.47652116,0.26607978,827.221
0.47509703,0.27850348,823.0094
0.53696483,0.2486723,922.6116
0.40780896,0.31175688,708.482
0.28898457,0.3476826,493.2869
0.29364988,0.36096692,497.06915
0.29947683,0.35869697,507.9811
0.3177293,0.37072894,535.4891
0.41396552,0.35932744,703.06384
0.4674014,0.35622996,790.27405
0.45772192,0.36441967,772.10046
0.27553058,0.2927739,484.62274
0.27966562,0.3009625,490.20627
0.2827543,0.30798233,493.76254
0.5654391,0.30224258,955.8076
0.6024951,0.28584743,1012.0076
0.56130594,0.28832605,951.5759
0.6715241,0.29081792,1110.9375
0.6943766,0.3224677,1138.6682
0.62401396,0.21196401,1052.6046
0.6166914,0.21466322,1041.6177
0.6300556,0.22013222,1060.2922
0.6267734,0.21902394,1055.8073
0.62360126,0.21789978,1051.3936
0.6161337,0.20932035,1041.7438
0.5856628,0.20696902,997.8608
0.6359937,0.21374287,1070.473
0.7103543,0.15887277,1180.4358
0.6252433,0.22299077,1053.1096
0.34267646,0.24817753,616.7366
0.33520764,0.2465205,604.83704
0.33158568,0.24835414,598.2966
0.3359243,0.22947994,608.8202
0.5326783,0.28998333,905.3307
0.5076846,0.29582274,865.77875
0.5285247,0.2853434,899.7013
0.3981001,0.26357344,707.0817
0.4335442,0.27590394,760.2977
0.436345,0.28017646,765.1459
0.35840458,0.29419428,632.34186
0.35995817,0.2939045,635.56714
0.449054,0.25703752,786.1314
0.34324908,0.23903486,620.9369
0.2748409,0.1897666,514.948
0.5535977,0.30636755,938.7619
0.47712177,0.2788166,828.3194
0.55169606,0.28565645,938.9351
0.5386771,0.30234647,917.34235
0.50567305,0.29277104,869.5761
0.49327505,0.26186982,854.22723
0.52703327,0.27259016,903.38513
0.5082174,0.27475867,874.7512
0.48551077,0.26472864,841.4967
0.46495733,0.25457343,811.478
0.5161567,0.3107024,881.5681
0.5682066,0.30502728,959.9052
0.5542363,0.30492878,939.7445
0.6186736,0.21990457,1046.0928
0.51202595,0.19538812,891.9211
0.5897,0.2136741,1004.73016
0.6826431,0.2702311,1131.8008
0.4888645,0.27209777,846.5113
0.46035743,0.26954138,803.0624
0.4870295,0.28881097,840.7583
0.5996905,0.23096265,1016.26556
0.6125944,0.22059421,1036.1542
0.55960923,0.2435797,955.853
0.46876928,0.24825427,818.0
0.5790533,0.24340567,984.34424
0.59840095,0.37440756,980.88226
0.5488413,0.2526728,940.59326
0.57659703,0.35510573,952.1787
0.5898408,0.39648652,960.29175
0.61357534,0.3793052,1001.11285
0.5556766,0.25755864,942.98175
0.58380747,0.2628131,983.9167
0.5858703,0.26125598,987.098
0.58870083,0.26314512,990.9632
0.5871842,0.2594629,989.3423
0.5560055,0.24733342,945.87
0.5882545,0.26943526,991.52893
0.5453113,0.23464116,931.60266
0.4186944,0.3183887,718.8175
0.3747896,0.29971838,651.42615
0.39851364,0.3030276,690.19116
0.46261367,0.3557951,775.64606
0.46980605,0.35977367,786.0172
0.48671255,0.3771216,807.6284
0.44466907,0.3351332,753.05225
0.25365028,0.3097941,440.88635
0.24674307,0.3292355,424.0796
0.18402348,0.2872867,321.4229
0.18259375,0.28554836,318.79538
0.14182371,0.23161073,255.77895
0.15082258,0.23561816,272.7447
0.42014843,0.32983348,719.80994
0.20740968,0.24012029,377.29465
0.18670735,0.22202183,344.3992
0.21403153,0.2505241,387.60754
0.45968536,0.34873646,783.6697
0.47294155,0.3504125,803.87933
0.47924313,0.35133246,812.77246
0.53200066,0.25769064,911.6213
0.51056206,0.2853063,874.31006
0.4842424,0.27605513,836.2895
0.45661473,0.3326884,778.91864
0.42358613,0.33453542,726.9221
0.4611561,0.32439265,788.64746
0.41571477,0.3365484,714.4495
0.4596901,0.24058078,804.985
0.5358619,0.24422635,919.36597
0.5261821,0.2437471,905.33685
0.4461679,0.22737336,786.07947
0.55373156,0.2733503,944.4606
0.35369274,0.31869984,614.23755
0.34914994,0.31193766,608.2842
0.3498736,0.3233392,608.2199
0.34742364,0.33263397,601.7985
0.34698993,0.32752818,602.78424
0.45612833,0.19936138,807.2067
0.46294737,0.17869794,819.4556
0.52018744,0.2584287,895.79315
0.54891163,0.2067232,943.302
0.56058645,0.22603992,956.759
0.54862905,0.21134037,941.9771
0.5023371,0.22242402,871.3787
0.5421419,0.20902419,933.07794
0.5927557,0.19326942,1009.94446
0.6252708,0.16197555,1059.7605
0.35282707,0.22635187,637.40686
0.36231512,0.24162933,650.3979
0.35045755,0.23553273,632.13776
0.39452925,0.2458824,701.3553
0.3751775,0.2412169,671.31647
0.5250635,0.27962202,894.8026
0.4989585,0.2825694,854.3369
0.47058567,0.26780403,813.2659
0.46574473,0.27876857,804.0245
0.50498694,0.27621308,864.8667
0.5690026,0.359621,951.0338
0.57228583,0.36127347,955.919
0.5984258,0.34734392,997.1573
0.5466733,0.35029298,919.7954
0.57476264,0.3616089,959.0147
0.43231955,0.3108479,744.3984
0.39890656,0.312155,693.42975
0.36966807,0.29830498,647.5529
0.38346153,0.30265883,668.6854
0.41591984,0.29897335,721.4095
0.45449728,0.25671744,792.91315
0.5056779,0.2439508,874.3744
0.48262128,0.232801,840.6861
0.42380553,0.24519885,749.25867
0.4084244,0.23305768,726.1391
0.270019,0.2772207,478.66272
0.2997371,0.29909164,524.4184
0.35849404,0.31593135,619.36145
0.60058635,0.25323254,1013.74725
0.5750967,0.2624362,974.53796
0.55867255,0.2650978,950.28687
0.51468164,0.32757723,875.7244
0.46288124,0.31757656,799.5683
0.524494,0.3166629,893.37445
0.48655534,0.3134515,836.65466
0.51291907,0.2987795,876.61053
0.54923344,0.30423236,930.1236
0.54352504,0.29780436,923.3281
0.5453758,0.29618028,926.53687
0.56569076,0.28903773,958.22754
0.51592404,0.30186316,881.4158
0.52185094,0.291565,893.1571
0.49067843,0.29386023,845.27814
0.49475196,0.29486674,851.0334
0.51100135,0.28408626,877.15356
0.5153327,0.26714382,887.71136
0.3579744,0.24744952,642.5077
0.35421342,0.25675103,634.7395
0.33530873,0.24406745,606.7593
0.35063994,0.25182557,629.2507
0.58596903,0.25311446,993.5476
0.59681493,0.24580818,1010.329
0.5594093,0.23659447,956.9002
0.48755923,0.23355845,850.10046
0.5679515,0.24070695,968.8075
0.441901,0.25248283,776.0753
0.39903048,0.26003605,706.0704
0.40649334,0.26237813,717.1945
0.34370947,0.25071543,619.2193
0.39392638,0.26640075,697.6176
0.47257942,0.24659154,822.90924
0.4366295,0.26256362,764.174
0.37092677,0.2860676,652.39185
0.37814966,0.28208697,665.2526
0.3589466,0.2670544,637.7097
0.40743595,0.2994776,708.2779
0.43543273,0.31159312,749.689
0.42367926,0.31884488,732.6709
0.41185433,0.29882005,715.95593
0.4397172,0.30793023,757.60876
0.59029067,0.27504057,995.44415
0.51637375,0.30079648,879.81494
0.4542255,0.3299513,774.9899
0.44191796,0.31309614,760.6144
0.41958347,0.30609116,726.77637
0.5759439,0.3465705,957.7693
0.52830315,0.36355582,880.57715
0.5241555,0.3455797,879.6421
0.4842761,0.33486408,820.1332
0.55725336,0.35346127,928.0491
0.45061132,0.2835911,785.30817
0.46637803,0.27769175,810.68787
0.44714633,0.27622342,781.355
0.46289358,0.25798106,808.18915
0.4680236,0.2672272,814.5452
0.45323774,0.2551814,794.6262
0.44915378,0.25951758,787.6054
0.44731238,0.2597348,784.6733
0.45902884,0.26800078,801.3223
0.26327708,0.14641128,502.8192
0.29361632,0.1691556,551.5503
0.22281946,0.14149526,434.55447
0.24377638,0.13720639,471.7818
0.26414883,0.15339325,504.11795
0.25312975,0.16547613,484.38416
0.32366142,0.2637213,585.3592
0.3401211,0.24866512,614.3511
0.3139149,0.2400164,573.12463
0.3555705,0.2334326,645.2614
0.49778986,0.23445773,865.3335
0.38242224,0.1838338,693.334
0.38373435,0.19300021,694.18896
0.38741955,0.1891978,700.5209
0.38921228,0.1970013,702.2026
0.40161183,0.2184403,719.47534
0.38484982,0.20325649,694.80176
0.39283293,0.21041796,706.7445
0.3922791,0.2332154,700.83514
0.39855406,0.22917983,711.7058
0.41520172,0.22982445,737.7559
0.19215062,0.2844753,340.5874
0.45274395,0.2953409,780.2549
0.3960444,0.29553354,690.1195
0.29091117,0.26133043,519.7744
0.28729942,0.2711051,510.32288
0.29200915,0.27126488,518.85895
0.46065873,0.33692804,785.2444
0.43488887,0.32630867,747.1841
0.44633627,0.33230248,763.4307
0.37221998,0.3160238,649.3587
0.39049998,0.31808385,678.4404
0.37652764,0.3157447,656.29114
0.31968647,0.30393568,565.5784
0.37408805,0.31769475,651.5506
0.36652365,0.31983972,638.4524
0.38679737,0.2676561,683.8908
0.43029323,0.28061023,750.31854
0.3642017,0.260351,648.10657
0.35267115,0.26151937,629.0839
0.34787107,0.26739246,619.0376
0.36878043,0.3006126,645.3474
0.30216593,0.2978436,535.1359
0.35053316,0.2929813,616.9826
0.3424203,0.30030468,602.1282
0.36371738,0.28727853,640.6669
0.42536607,0.21609895,754.18274
0.42592165,0.1996032,757.7166
0.35343382,0.21127458,640.64746
0.27897567,0.24276595,509.88553
0.32814118,0.2760545,584.7941
0.28988785,0.25274283,526.5385
0.4834455,0.2199453,843.1974
0.46233365,0.23355532,808.60693
0.4832065,0.22791626,841.5377
0.44698223,0.23749714,784.1724
0.5508752,0.34863424,921.4043
0.5479016,0.33086908,921.8968
0.6504245,0.2949707,1080.9429
0.5360685,0.33417866,904.19464
0.49800113,0.32946455,846.339
0.6679705,0.2556375,1110.937
0.6605951,0.26894003,1097.4036
0.70264107,0.23837505,1161.7028
0.6425339,0.28352097,1067.6929
0.62640846,0.2891884,1043.4716
0.36419013,0.37545165,617.88513
0.49122262,0.3382138,833.4364
0.47456208,0.3448768,806.0568
0.32794294,0.3372518,568.0215
0.43395463,0.11799826,780.4337
0.5979761,0.33076525,994.6744
0.6455673,0.22929204,1083.575
0.61273617,0.19447413,1040.3091
0.5117091,0.40139163,842.0673
0.58951,0.39290494,963.3841
0.5311551,0.3780576,881.9857
0.5256979,0.37681293,874.236
0.52737665,0.36326346,881.40704
0.5246337,0.37157223,874.4339
0.5241341,0.37005407,873.4275
0.6413578,0.30690533,1059.764
0.65085864,0.309018,1073.3602
0.66340846,0.30477998,1092.0507
0.67805016,0.3036251,1113.1295
0.6795497,0.30111164,1115.692
0.6657669,0.2969256,1097.419
0.69431746,0.2984844,1138.3761
0.83485204,0.13517778,1352.3948
0.6224287,0.2969657,1035.4104
0.5608165,0.39656264,917.8097
0.5536461,0.40477458,904.46985
0.5577613,0.3951934,913.5945
0.462302,0.39659634,770.76215
0.4784125,0.3939732,796.63184
0.40187266,0.3878816,676.08234
0.2989031,0.34221485,512.471
0.34982577,0.3568306,592.17896
0.30462146,0.3398642,521.38
0.33646572,0.35025126,573.11115
0.27796942,0.33035457,478.84415
0.62930095,0.31443003,1043.2631
0.66723454,0.30109045,1101.0625
0.62270015,0.3157174,1033.8474
0.5597071,0.30584103,943.115
0.63862437,0.30902937,1057.7935
0.6165971,0.31729335,1028.781
0.5865709,0.31759864,985.1211
0.61064184,0.3106902,1021.4106
0.55842185,0.31172553,944.6728
0.5834992,0.3194027,980.18866
0.5644253,0.28421667,957.0909
0.5911059,0.29646766,993.9276
0.5573103,0.28483328,946.05615
0.5726238,0.29380178,967.5095
0.54963166,0.3066989,929.9276
0.48071048,0.30599475,825.5411
0.32239655,0.30134588,567.3141
0.32832566,0.3032083,576.7835
0.27920905,0.26370916,502.26657
0.2767938,0.27661532,495.27206
0.58270407,0.22815537,990.92126
0.60012776,0.23037131,1015.8333
0.5695453,0.2389494,970.0069
0.4893584,0.2620963,845.752
0.590026,0.2462897,999.0297
0.4661354,0.26202798,811.2229
0.42683363,0.27280375,748.33203
0.3869377,0.28613818,681.6392
0.4050992,0.29187003,709.9746
0.3995806,0.2780597,704.2031
0.41010517,0.2256105,732.00586
0.38386557,0.2096998,692.6798
